GeneID,KEGG,KEGG_Description
Ghir_A12G007260,ko04016,MAPK signaling pathway - plant
Ghir_A12G010490,ko04016,MAPK signaling pathway - plant
Ghir_A12G011550,ko04016,MAPK signaling pathway - plant
Ghir_A12G011610,ko04016,MAPK signaling pathway - plant
Ghir_A12G012390,ko04016,MAPK signaling pathway - plant
Ghir_A12G012400,ko04016,MAPK signaling pathway - plant
Ghir_A12G013850,ko04016,MAPK signaling pathway - plant
Ghir_A12G019370,ko04016,MAPK signaling pathway - plant
Ghir_A12G020750,ko04016,MAPK signaling pathway - plant
Ghir_A12G021980,ko04016,MAPK signaling pathway - plant
Ghir_A12G022100,ko04016,MAPK signaling pathway - plant
Ghir_A12G022120,ko04016,MAPK signaling pathway - plant
Ghir_A12G024480,ko04016,MAPK signaling pathway - plant
Ghir_A12G024510,ko04016,MAPK signaling pathway - plant
Ghir_A12G024530,ko04016,MAPK signaling pathway - plant
Ghir_A12G024550,ko04016,MAPK signaling pathway - plant
Ghir_A12G024870,ko04016,MAPK signaling pathway - plant
Ghir_A12G024970,ko04016,MAPK signaling pathway - plant
Ghir_A12G025340,ko04016,MAPK signaling pathway - plant
Ghir_A12G026380,ko04016,MAPK signaling pathway - plant
Ghir_A12G026420,ko04016,MAPK signaling pathway - plant
Ghir_A12G026450,ko04016,MAPK signaling pathway - plant
Ghir_A12G026750,ko04016,MAPK signaling pathway - plant
Ghir_A12G027630,ko04016,MAPK signaling pathway - plant
Ghir_A12G028150,ko04016,MAPK signaling pathway - plant
Ghir_A12G028390,ko04016,MAPK signaling pathway - plant
Ghir_A12G028470,ko04016,MAPK signaling pathway - plant
Ghir_A13G001840,ko04016,MAPK signaling pathway - plant
Ghir_A13G003360,ko04016,MAPK signaling pathway - plant
Ghir_A13G006600,ko04016,MAPK signaling pathway - plant
Ghir_A13G006610,ko04016,MAPK signaling pathway - plant
Ghir_A13G006620,ko04016,MAPK signaling pathway - plant
Ghir_A13G011070,ko04016,MAPK signaling pathway - plant
Ghir_A13G017950,ko04016,MAPK signaling pathway - plant
Ghir_A13G017970,ko04016,MAPK signaling pathway - plant
Ghir_A13G019530,ko04016,MAPK signaling pathway - plant
Ghir_A13G020900,ko04016,MAPK signaling pathway - plant
Ghir_A13G022810,ko04016,MAPK signaling pathway - plant
Ghir_A13G023430,ko04016,MAPK signaling pathway - plant
Ghir_A13G024290,ko04016,MAPK signaling pathway - plant
Ghir_D01G000640,ko04016,MAPK signaling pathway - plant
Ghir_D01G001740,ko04016,MAPK signaling pathway - plant
Ghir_D01G003630,ko04016,MAPK signaling pathway - plant
Ghir_D01G004380,ko04016,MAPK signaling pathway - plant
Ghir_D01G004450,ko04016,MAPK signaling pathway - plant
Ghir_D01G004460,ko04016,MAPK signaling pathway - plant
Ghir_D01G004470,ko04016,MAPK signaling pathway - plant
Ghir_D01G010050,ko04016,MAPK signaling pathway - plant
Ghir_D01G011360,ko04016,MAPK signaling pathway - plant
Ghir_D01G013960,ko04016,MAPK signaling pathway - plant
Ghir_D01G014020,ko04016,MAPK signaling pathway - plant
Ghir_D01G016730,ko04016,MAPK signaling pathway - plant
Ghir_D01G018110,ko04016,MAPK signaling pathway - plant
Ghir_D01G018120,ko04016,MAPK signaling pathway - plant
Ghir_D01G018810,ko04016,MAPK signaling pathway - plant
Ghir_D01G018820,ko04016,MAPK signaling pathway - plant
Ghir_D01G023910,ko04016,MAPK signaling pathway - plant
Ghir_D01G024120,ko04016,MAPK signaling pathway - plant
Ghir_D02G001040,ko04016,MAPK signaling pathway - plant
Ghir_D02G004190,ko04016,MAPK signaling pathway - plant
Ghir_D02G004320,ko04016,MAPK signaling pathway - plant
Ghir_D02G006820,ko04016,MAPK signaling pathway - plant
Ghir_D02G007150,ko04016,MAPK signaling pathway - plant
Ghir_D02G007160,ko04016,MAPK signaling pathway - plant
Ghir_D02G008300,ko04016,MAPK signaling pathway - plant
Ghir_D02G008520,ko04016,MAPK signaling pathway - plant
Ghir_D02G009830,ko04016,MAPK signaling pathway - plant
Ghir_D02G011170,ko04016,MAPK signaling pathway - plant
Ghir_D02G014850,ko04016,MAPK signaling pathway - plant
Ghir_D02G018720,ko04016,MAPK signaling pathway - plant
Ghir_D02G020290,ko04016,MAPK signaling pathway - plant
Ghir_D02G022340,ko04016,MAPK signaling pathway - plant
Ghir_D02G024060,ko04016,MAPK signaling pathway - plant
Ghir_D02G024070,ko04016,MAPK signaling pathway - plant
Ghir_D03G000260,ko04016,MAPK signaling pathway - plant
Ghir_D03G001230,ko04016,MAPK signaling pathway - plant
Ghir_D03G004280,ko04016,MAPK signaling pathway - plant
Ghir_D03G007900,ko04016,MAPK signaling pathway - plant
Ghir_D03G008520,ko04016,MAPK signaling pathway - plant
Ghir_D03G008560,ko04016,MAPK signaling pathway - plant
Ghir_D03G008610,ko04016,MAPK signaling pathway - plant
Ghir_D03G009040,ko04016,MAPK signaling pathway - plant
Ghir_D03G012320,ko04016,MAPK signaling pathway - plant
Ghir_D03G013400,ko04016,MAPK signaling pathway - plant
Ghir_D03G014630,ko04016,MAPK signaling pathway - plant
Ghir_D03G014720,ko04016,MAPK signaling pathway - plant
Ghir_D03G015780,ko04016,MAPK signaling pathway - plant
Ghir_D03G016240,ko04016,MAPK signaling pathway - plant
Ghir_D03G018520,ko04016,MAPK signaling pathway - plant
Ghir_D03G018560,ko04016,MAPK signaling pathway - plant
Ghir_D03G018650,ko04016,MAPK signaling pathway - plant
Ghir_D04G000250,ko04016,MAPK signaling pathway - plant
Ghir_D04G000290,ko04016,MAPK signaling pathway - plant
Ghir_D04G003960,ko04016,MAPK signaling pathway - plant
Ghir_D04G005080,ko04016,MAPK signaling pathway - plant
Ghir_D04G005120,ko04016,MAPK signaling pathway - plant
Ghir_D04G006870,ko04016,MAPK signaling pathway - plant
Ghir_D04G011410,ko04016,MAPK signaling pathway - plant
Ghir_D04G012210,ko04016,MAPK signaling pathway - plant
Ghir_D04G014620,ko04016,MAPK signaling pathway - plant
Ghir_D04G016600,ko04016,MAPK signaling pathway - plant
Ghir_D04G016610,ko04016,MAPK signaling pathway - plant
Ghir_D04G020760,ko04016,MAPK signaling pathway - plant
Ghir_D05G000090,ko04016,MAPK signaling pathway - plant
Ghir_D05G001850,ko04016,MAPK signaling pathway - plant
Ghir_D05G003440,ko04016,MAPK signaling pathway - plant
Ghir_D05G004320,ko04016,MAPK signaling pathway - plant
Ghir_D05G004610,ko04016,MAPK signaling pathway - plant
Ghir_D05G005770,ko04016,MAPK signaling pathway - plant
Ghir_D05G007080,ko04016,MAPK signaling pathway - plant
Ghir_D05G007200,ko04016,MAPK signaling pathway - plant
Ghir_D05G007930,ko04016,MAPK signaling pathway - plant
Ghir_D05G010010,ko04016,MAPK signaling pathway - plant
Ghir_D05G010090,ko04016,MAPK signaling pathway - plant
Ghir_D05G011380,ko04016,MAPK signaling pathway - plant
Ghir_D05G013890,ko04016,MAPK signaling pathway - plant
Ghir_D05G014650,ko04016,MAPK signaling pathway - plant
Ghir_D05G014660,ko04016,MAPK signaling pathway - plant
Ghir_D05G015750,ko04016,MAPK signaling pathway - plant
Ghir_D05G017600,ko04016,MAPK signaling pathway - plant
Ghir_D05G018340,ko04016,MAPK signaling pathway - plant
Ghir_D05G019530,ko04016,MAPK signaling pathway - plant
Ghir_D05G019850,ko04016,MAPK signaling pathway - plant
Ghir_D05G022820,ko04016,MAPK signaling pathway - plant
Ghir_D05G023540,ko04016,MAPK signaling pathway - plant
Ghir_D05G026370,ko04016,MAPK signaling pathway - plant
Ghir_D05G027570,ko04016,MAPK signaling pathway - plant
Ghir_D05G027790,ko04016,MAPK signaling pathway - plant
Ghir_D05G029470,ko04016,MAPK signaling pathway - plant
Ghir_D05G029700,ko04016,MAPK signaling pathway - plant
Ghir_D05G029800,ko04016,MAPK signaling pathway - plant
Ghir_D05G031160,ko04016,MAPK signaling pathway - plant
Ghir_D05G034270,ko04016,MAPK signaling pathway - plant
Ghir_D05G035100,ko04016,MAPK signaling pathway - plant
Ghir_D05G035110,ko04016,MAPK signaling pathway - plant
Ghir_D05G035120,ko04016,MAPK signaling pathway - plant
Ghir_D05G035160,ko04016,MAPK signaling pathway - plant
Ghir_D05G035170,ko04016,MAPK signaling pathway - plant
Ghir_D06G005400,ko04016,MAPK signaling pathway - plant
Ghir_D06G007190,ko04016,MAPK signaling pathway - plant
Ghir_D06G008010,ko04016,MAPK signaling pathway - plant
Ghir_D06G008610,ko04016,MAPK signaling pathway - plant
Ghir_D06G009060,ko04016,MAPK signaling pathway - plant
Ghir_D06G009850,ko04016,MAPK signaling pathway - plant
Ghir_D06G010860,ko04016,MAPK signaling pathway - plant
Ghir_D06G012230,ko04016,MAPK signaling pathway - plant
Ghir_D06G015450,ko04016,MAPK signaling pathway - plant
Ghir_D06G018270,ko04016,MAPK signaling pathway - plant
Ghir_D06G020770,ko04016,MAPK signaling pathway - plant
Ghir_D06G021370,ko04016,MAPK signaling pathway - plant
Ghir_D07G001380,ko04016,MAPK signaling pathway - plant
Ghir_D07G001390,ko04016,MAPK signaling pathway - plant
Ghir_D07G001790,ko04016,MAPK signaling pathway - plant
Ghir_D07G002030,ko04016,MAPK signaling pathway - plant
Ghir_D07G002330,ko04016,MAPK signaling pathway - plant
Ghir_D07G002340,ko04016,MAPK signaling pathway - plant
Ghir_D07G003270,ko04016,MAPK signaling pathway - plant
Ghir_D07G004160,ko04016,MAPK signaling pathway - plant
Ghir_D07G004610,ko04016,MAPK signaling pathway - plant
Ghir_D07G005190,ko04016,MAPK signaling pathway - plant
Ghir_D07G012360,ko04016,MAPK signaling pathway - plant
Ghir_D07G014550,ko04016,MAPK signaling pathway - plant
Ghir_D07G015230,ko04016,MAPK signaling pathway - plant
Ghir_D07G015250,ko04016,MAPK signaling pathway - plant
Ghir_D07G016100,ko04016,MAPK signaling pathway - plant
Ghir_D07G016120,ko04016,MAPK signaling pathway - plant
Ghir_D07G017530,ko04016,MAPK signaling pathway - plant
Ghir_D07G018660,ko04016,MAPK signaling pathway - plant
Ghir_D07G021020,ko04016,MAPK signaling pathway - plant
Ghir_D07G021500,ko04016,MAPK signaling pathway - plant
Ghir_D07G022900,ko04016,MAPK signaling pathway - plant
Ghir_D08G001220,ko04016,MAPK signaling pathway - plant
Ghir_D08G003320,ko04016,MAPK signaling pathway - plant
Ghir_D08G006960,ko04016,MAPK signaling pathway - plant
Ghir_D08G011870,ko04016,MAPK signaling pathway - plant
Ghir_D08G012180,ko04016,MAPK signaling pathway - plant
Ghir_D08G012510,ko04016,MAPK signaling pathway - plant
Ghir_D08G012790,ko04016,MAPK signaling pathway - plant
Ghir_D08G012840,ko04016,MAPK signaling pathway - plant
Ghir_D08G013920,ko04016,MAPK signaling pathway - plant
Ghir_D08G014170,ko04016,MAPK signaling pathway - plant
Ghir_D08G014900,ko04016,MAPK signaling pathway - plant
Ghir_D08G014980,ko04016,MAPK signaling pathway - plant
Ghir_D08G015630,ko04016,MAPK signaling pathway - plant
Ghir_D08G017330,ko04016,MAPK signaling pathway - plant
Ghir_D08G017940,ko04016,MAPK signaling pathway - plant
Ghir_D08G019540,ko04016,MAPK signaling pathway - plant
Ghir_D08G019550,ko04016,MAPK signaling pathway - plant
Ghir_D08G019850,ko04016,MAPK signaling pathway - plant
Ghir_D08G019860,ko04016,MAPK signaling pathway - plant
Ghir_D08G020070,ko04016,MAPK signaling pathway - plant
Ghir_D08G021410,ko04016,MAPK signaling pathway - plant
Ghir_D08G026000,ko04016,MAPK signaling pathway - plant
Ghir_D08G026690,ko04016,MAPK signaling pathway - plant
Ghir_D08G027010,ko04016,MAPK signaling pathway - plant
Ghir_D08G027020,ko04016,MAPK signaling pathway - plant
Ghir_D09G001410,ko04016,MAPK signaling pathway - plant
Ghir_D09G004580,ko04016,MAPK signaling pathway - plant
Ghir_D09G005940,ko04016,MAPK signaling pathway - plant
Ghir_D09G010000,ko04016,MAPK signaling pathway - plant
Ghir_D09G010520,ko04016,MAPK signaling pathway - plant
Ghir_D09G010740,ko04016,MAPK signaling pathway - plant
Ghir_D09G014550,ko04016,MAPK signaling pathway - plant
Ghir_D09G015250,ko04016,MAPK signaling pathway - plant
Ghir_D09G017090,ko04016,MAPK signaling pathway - plant
Ghir_D09G018690,ko04016,MAPK signaling pathway - plant
Ghir_D09G018710,ko04016,MAPK signaling pathway - plant
Ghir_D09G019370,ko04016,MAPK signaling pathway - plant
Ghir_D09G020220,ko04016,MAPK signaling pathway - plant
Ghir_D09G020330,ko04016,MAPK signaling pathway - plant
Ghir_D09G023080,ko04016,MAPK signaling pathway - plant
Ghir_D09G023990,ko04016,MAPK signaling pathway - plant
Ghir_D09G025180,ko04016,MAPK signaling pathway - plant
Ghir_D10G001500,ko04016,MAPK signaling pathway - plant
Ghir_D10G004180,ko04016,MAPK signaling pathway - plant
Ghir_D10G007110,ko04016,MAPK signaling pathway - plant
Ghir_D10G007950,ko04016,MAPK signaling pathway - plant
Ghir_D10G009700,ko04016,MAPK signaling pathway - plant
Ghir_D10G009760,ko04016,MAPK signaling pathway - plant
Ghir_D10G011270,ko04016,MAPK signaling pathway - plant
Ghir_D10G011730,ko04016,MAPK signaling pathway - plant
Ghir_D10G012720,ko04016,MAPK signaling pathway - plant
Ghir_D10G016460,ko04016,MAPK signaling pathway - plant
Ghir_D10G016770,ko04016,MAPK signaling pathway - plant
Ghir_D10G019190,ko04016,MAPK signaling pathway - plant
Ghir_D10G025150,ko04016,MAPK signaling pathway - plant
Ghir_D10G026660,ko04016,MAPK signaling pathway - plant
Ghir_D11G000440,ko04016,MAPK signaling pathway - plant
Ghir_D11G000840,ko04016,MAPK signaling pathway - plant
Ghir_D11G001290,ko04016,MAPK signaling pathway - plant
Ghir_D11G002330,ko04016,MAPK signaling pathway - plant
Ghir_D11G002500,ko04016,MAPK signaling pathway - plant
Ghir_D11G003050,ko04016,MAPK signaling pathway - plant
Ghir_D11G004790,ko04016,MAPK signaling pathway - plant
Ghir_D11G005090,ko04016,MAPK signaling pathway - plant
Ghir_D11G005700,ko04016,MAPK signaling pathway - plant
Ghir_D11G007250,ko04016,MAPK signaling pathway - plant
Ghir_D11G007600,ko04016,MAPK signaling pathway - plant
Ghir_D11G009870,ko04016,MAPK signaling pathway - plant
Ghir_D11G009890,ko04016,MAPK signaling pathway - plant
Ghir_D11G010300,ko04016,MAPK signaling pathway - plant
Ghir_D11G010700,ko04016,MAPK signaling pathway - plant
Ghir_D11G012040,ko04016,MAPK signaling pathway - plant
Ghir_D11G013320,ko04016,MAPK signaling pathway - plant
Ghir_D11G013860,ko04016,MAPK signaling pathway - plant
Ghir_D11G016520,ko04016,MAPK signaling pathway - plant
Ghir_D11G018080,ko04016,MAPK signaling pathway - plant
Ghir_D11G019100,ko04016,MAPK signaling pathway - plant
Ghir_D11G020180,ko04016,MAPK signaling pathway - plant
Ghir_D11G022710,ko04016,MAPK signaling pathway - plant
Ghir_D11G027350,ko04016,MAPK signaling pathway - plant
Ghir_D11G027400,ko04016,MAPK signaling pathway - plant
Ghir_D11G027410,ko04016,MAPK signaling pathway - plant
Ghir_D11G027850,ko04016,MAPK signaling pathway - plant
Ghir_D11G028840,ko04016,MAPK signaling pathway - plant
Ghir_D11G029100,ko04016,MAPK signaling pathway - plant
Ghir_D11G035880,ko04016,MAPK signaling pathway - plant
Ghir_D12G000050,ko04016,MAPK signaling pathway - plant
Ghir_D12G002730,ko04016,MAPK signaling pathway - plant
Ghir_D12G004220,ko04016,MAPK signaling pathway - plant
Ghir_D12G004280,ko04016,MAPK signaling pathway - plant
Ghir_D12G004870,ko04016,MAPK signaling pathway - plant
Ghir_D12G006420,ko04016,MAPK signaling pathway - plant
Ghir_D12G007150,ko04016,MAPK signaling pathway - plant
Ghir_D12G010690,ko04016,MAPK signaling pathway - plant
Ghir_D12G011740,ko04016,MAPK signaling pathway - plant
Ghir_D12G011790,ko04016,MAPK signaling pathway - plant
Ghir_D12G012650,ko04016,MAPK signaling pathway - plant
Ghir_D12G014000,ko04016,MAPK signaling pathway - plant
Ghir_D12G019620,ko04016,MAPK signaling pathway - plant
Ghir_D12G022000,ko04016,MAPK signaling pathway - plant
Ghir_D12G022130,ko04016,MAPK signaling pathway - plant
Ghir_D12G022150,ko04016,MAPK signaling pathway - plant
Ghir_D12G024470,ko04016,MAPK signaling pathway - plant
Ghir_D12G024500,ko04016,MAPK signaling pathway - plant
Ghir_D12G024530,ko04016,MAPK signaling pathway - plant
Ghir_D12G024550,ko04016,MAPK signaling pathway - plant
Ghir_D12G024850,ko04016,MAPK signaling pathway - plant
Ghir_D12G024960,ko04016,MAPK signaling pathway - plant
Ghir_D12G025370,ko04016,MAPK signaling pathway - plant
Ghir_D12G026410,ko04016,MAPK signaling pathway - plant
Ghir_D12G026450,ko04016,MAPK signaling pathway - plant
Ghir_D12G026500,ko04016,MAPK signaling pathway - plant
Ghir_D12G026840,ko04016,MAPK signaling pathway - plant
Ghir_D12G027660,ko04016,MAPK signaling pathway - plant
Ghir_D12G028300,ko04016,MAPK signaling pathway - plant
Ghir_D12G028530,ko04016,MAPK signaling pathway - plant
Ghir_D12G028540,ko04016,MAPK signaling pathway - plant
Ghir_D12G028640,ko04016,MAPK signaling pathway - plant
Ghir_D12G029440,ko04016,MAPK signaling pathway - plant
Ghir_D13G002120,ko04016,MAPK signaling pathway - plant
Ghir_D13G003620,ko04016,MAPK signaling pathway - plant
Ghir_D13G005660,ko04016,MAPK signaling pathway - plant
Ghir_D13G005670,ko04016,MAPK signaling pathway - plant
Ghir_D13G005680,ko04016,MAPK signaling pathway - plant
Ghir_D13G005690,ko04016,MAPK signaling pathway - plant
Ghir_D13G011680,ko04016,MAPK signaling pathway - plant
Ghir_D13G018660,ko04016,MAPK signaling pathway - plant
Ghir_D13G018680,ko04016,MAPK signaling pathway - plant
Ghir_D13G020270,ko04016,MAPK signaling pathway - plant
Ghir_D13G021720,ko04016,MAPK signaling pathway - plant
Ghir_D13G023470,ko04016,MAPK signaling pathway - plant
Ghir_D13G024070,ko04016,MAPK signaling pathway - plant
Ghir_D13G025020,ko04016,MAPK signaling pathway - plant
Ghir_A01G008340,ko04020,Calcium signaling pathway
Ghir_A02G009750,ko04020,Calcium signaling pathway
Ghir_A02G017850,ko04020,Calcium signaling pathway
Ghir_A03G000950,ko04020,Calcium signaling pathway
Ghir_A03G008360,ko04020,Calcium signaling pathway
Ghir_A03G010450,ko04020,Calcium signaling pathway
Ghir_A03G011060,ko04020,Calcium signaling pathway
Ghir_A03G011340,ko04020,Calcium signaling pathway
Ghir_A03G015970,ko04020,Calcium signaling pathway
Ghir_A03G016710,ko04020,Calcium signaling pathway
Ghir_A04G000650,ko04020,Calcium signaling pathway
Ghir_A04G006270,ko04020,Calcium signaling pathway
Ghir_A04G015940,ko04020,Calcium signaling pathway
Ghir_A05G004350,ko04020,Calcium signaling pathway
Ghir_A05G004490,ko04020,Calcium signaling pathway
Ghir_A05G007120,ko04020,Calcium signaling pathway
Ghir_A05G007880,ko04020,Calcium signaling pathway
Ghir_A05G009010,ko04020,Calcium signaling pathway
Ghir_A05G009020,ko04020,Calcium signaling pathway
Ghir_A05G009030,ko04020,Calcium signaling pathway
Ghir_A05G009040,ko04020,Calcium signaling pathway
Ghir_A05G017090,ko04020,Calcium signaling pathway
Ghir_A05G020080,ko04020,Calcium signaling pathway
Ghir_A05G021490,ko04020,Calcium signaling pathway
Ghir_A05G021610,ko04020,Calcium signaling pathway
Ghir_A05G031360,ko04020,Calcium signaling pathway
Ghir_A05G034170,ko04020,Calcium signaling pathway
Ghir_A05G037950,ko04020,Calcium signaling pathway
Ghir_A06G009190,ko04020,Calcium signaling pathway
Ghir_A06G009370,ko04020,Calcium signaling pathway
Ghir_A06G017560,ko04020,Calcium signaling pathway
Ghir_A06G017570,ko04020,Calcium signaling pathway
Ghir_A07G012230,ko04020,Calcium signaling pathway
Ghir_A07G013240,ko04020,Calcium signaling pathway
Ghir_A07G023200,ko04020,Calcium signaling pathway
Ghir_A08G000060,ko04020,Calcium signaling pathway
Ghir_A08G001210,ko04020,Calcium signaling pathway
Ghir_A08G003360,ko04020,Calcium signaling pathway
Ghir_A08G005850,ko04020,Calcium signaling pathway
Ghir_A08G006870,ko04020,Calcium signaling pathway
Ghir_A08G008970,ko04020,Calcium signaling pathway
Ghir_A08G015400,ko04020,Calcium signaling pathway
Ghir_A08G017080,ko04020,Calcium signaling pathway
Ghir_A09G001460,ko04020,Calcium signaling pathway
Ghir_A09G002320,ko04020,Calcium signaling pathway
Ghir_A09G007490,ko04020,Calcium signaling pathway
Ghir_A09G009450,ko04020,Calcium signaling pathway
Ghir_A09G009830,ko04020,Calcium signaling pathway
Ghir_A09G011180,ko04020,Calcium signaling pathway
Ghir_A09G019840,ko04020,Calcium signaling pathway
Ghir_A09G020590,ko04020,Calcium signaling pathway
Ghir_A09G024820,ko04020,Calcium signaling pathway
Ghir_A10G001720,ko04020,Calcium signaling pathway
Ghir_A10G002320,ko04020,Calcium signaling pathway
Ghir_A10G002330,ko04020,Calcium signaling pathway
Ghir_A10G002340,ko04020,Calcium signaling pathway
Ghir_A10G002350,ko04020,Calcium signaling pathway
Ghir_A10G002360,ko04020,Calcium signaling pathway
Ghir_A10G009240,ko04020,Calcium signaling pathway
Ghir_A10G017720,ko04020,Calcium signaling pathway
Ghir_A10G024030,ko04020,Calcium signaling pathway
Ghir_A11G000010,ko04020,Calcium signaling pathway
Ghir_A11G001490,ko04020,Calcium signaling pathway
Ghir_A11G002920,ko04020,Calcium signaling pathway
Ghir_A11G007670,ko04020,Calcium signaling pathway
Ghir_A11G013330,ko04020,Calcium signaling pathway
Ghir_A11G019780,ko04020,Calcium signaling pathway
Ghir_A11G022900,ko04020,Calcium signaling pathway
Ghir_A11G031500,ko04020,Calcium signaling pathway
Ghir_A12G008580,ko04020,Calcium signaling pathway
Ghir_A12G014990,ko04020,Calcium signaling pathway
Ghir_A12G017750,ko04020,Calcium signaling pathway
Ghir_A12G018550,ko04020,Calcium signaling pathway
Ghir_A12G025050,ko04020,Calcium signaling pathway
Ghir_A12G028470,ko04020,Calcium signaling pathway
Ghir_A13G004510,ko04020,Calcium signaling pathway
Ghir_A13G013600,ko04020,Calcium signaling pathway
Ghir_A13G023430,ko04020,Calcium signaling pathway
Ghir_D01G008800,ko04020,Calcium signaling pathway
Ghir_D02G010260,ko04020,Calcium signaling pathway
Ghir_D02G011810,ko04020,Calcium signaling pathway
Ghir_D02G012590,ko04020,Calcium signaling pathway
Ghir_D03G001710,ko04020,Calcium signaling pathway
Ghir_D03G010840,ko04020,Calcium signaling pathway
Ghir_D03G018240,ko04020,Calcium signaling pathway
Ghir_D04G005080,ko04020,Calcium signaling pathway
Ghir_D04G005120,ko04020,Calcium signaling pathway
Ghir_D04G007290,ko04020,Calcium signaling pathway
Ghir_D04G009250,ko04020,Calcium signaling pathway
Ghir_D04G009260,ko04020,Calcium signaling pathway
Ghir_D04G020760,ko04020,Calcium signaling pathway
Ghir_D05G004460,ko04020,Calcium signaling pathway
Ghir_D05G004600,ko04020,Calcium signaling pathway
Ghir_D05G007210,ko04020,Calcium signaling pathway
Ghir_D05G007930,ko04020,Calcium signaling pathway
Ghir_D05G009010,ko04020,Calcium signaling pathway
Ghir_D05G009020,ko04020,Calcium signaling pathway
Ghir_D05G009040,ko04020,Calcium signaling pathway
Ghir_D05G016890,ko04020,Calcium signaling pathway
Ghir_D05G020090,ko04020,Calcium signaling pathway
Ghir_D05G021430,ko04020,Calcium signaling pathway
Ghir_D05G021540,ko04020,Calcium signaling pathway
Ghir_D05G031190,ko04020,Calcium signaling pathway
Ghir_D05G038890,ko04020,Calcium signaling pathway
Ghir_D06G005390,ko04020,Calcium signaling pathway
Ghir_D06G009430,ko04020,Calcium signaling pathway
Ghir_D06G009630,ko04020,Calcium signaling pathway
Ghir_D06G018570,ko04020,Calcium signaling pathway
Ghir_D06G018580,ko04020,Calcium signaling pathway
Ghir_D07G007110,ko04020,Calcium signaling pathway
Ghir_D07G012360,ko04020,Calcium signaling pathway
Ghir_D07G013450,ko04020,Calcium signaling pathway
Ghir_D07G018960,ko04020,Calcium signaling pathway
Ghir_D07G023260,ko04020,Calcium signaling pathway
Ghir_D08G000060,ko04020,Calcium signaling pathway
Ghir_D08G000100,ko04020,Calcium signaling pathway
Ghir_D08G001220,ko04020,Calcium signaling pathway
Ghir_D08G003460,ko04020,Calcium signaling pathway
Ghir_D08G006000,ko04020,Calcium signaling pathway
Ghir_D08G006960,ko04020,Calcium signaling pathway
Ghir_D08G009160,ko04020,Calcium signaling pathway
Ghir_D08G016190,ko04020,Calcium signaling pathway
Ghir_D08G017930,ko04020,Calcium signaling pathway
Ghir_D08G027810,ko04020,Calcium signaling pathway
Ghir_D09G001410,ko04020,Calcium signaling pathway
Ghir_D09G002240,ko04020,Calcium signaling pathway
Ghir_D09G007230,ko04020,Calcium signaling pathway
Ghir_D09G009150,ko04020,Calcium signaling pathway
Ghir_D09G009540,ko04020,Calcium signaling pathway
Ghir_D09G010740,ko04020,Calcium signaling pathway
Ghir_D09G019320,ko04020,Calcium signaling pathway
Ghir_D09G020050,ko04020,Calcium signaling pathway
Ghir_D09G023990,ko04020,Calcium signaling pathway
Ghir_D10G002520,ko04020,Calcium signaling pathway
Ghir_D10G003100,ko04020,Calcium signaling pathway
Ghir_D10G003110,ko04020,Calcium signaling pathway
Ghir_D10G003120,ko04020,Calcium signaling pathway
Ghir_D10G003130,ko04020,Calcium signaling pathway
Ghir_D10G003140,ko04020,Calcium signaling pathway
Ghir_D10G010020,ko04020,Calcium signaling pathway
Ghir_D10G019190,ko04020,Calcium signaling pathway
Ghir_D10G026450,ko04020,Calcium signaling pathway
Ghir_D11G000060,ko04020,Calcium signaling pathway
Ghir_D11G001490,ko04020,Calcium signaling pathway
Ghir_D11G002930,ko04020,Calcium signaling pathway
Ghir_D11G007600,ko04020,Calcium signaling pathway
Ghir_D11G013320,ko04020,Calcium signaling pathway
Ghir_D11G019840,ko04020,Calcium signaling pathway
Ghir_D11G021450,ko04020,Calcium signaling pathway
Ghir_D11G036510,ko04020,Calcium signaling pathway
Ghir_D12G008930,ko04020,Calcium signaling pathway
Ghir_D12G015220,ko04020,Calcium signaling pathway
Ghir_D12G018000,ko04020,Calcium signaling pathway
Ghir_D12G018830,ko04020,Calcium signaling pathway
Ghir_D12G025050,ko04020,Calcium signaling pathway
Ghir_D12G028640,ko04020,Calcium signaling pathway
Ghir_D13G004660,ko04020,Calcium signaling pathway
Ghir_D13G014310,ko04020,Calcium signaling pathway
Ghir_D13G024070,ko04020,Calcium signaling pathway
Ghir_Scaffold423G000010,ko04020,Calcium signaling pathway
Ghir_A01G008340,ko04022,cGMP-PKG signaling pathway
Ghir_A01G011750,ko04022,cGMP-PKG signaling pathway
Ghir_A01G017350,ko04022,cGMP-PKG signaling pathway
Ghir_A02G002700,ko04022,cGMP-PKG signaling pathway
Ghir_A02G004010,ko04022,cGMP-PKG signaling pathway
Ghir_A02G008810,ko04022,cGMP-PKG signaling pathway
Ghir_A02G009060,ko04022,cGMP-PKG signaling pathway
Ghir_A02G009750,ko04022,cGMP-PKG signaling pathway
Ghir_A02G011290,ko04022,cGMP-PKG signaling pathway
Ghir_A03G000950,ko04022,cGMP-PKG signaling pathway
Ghir_A03G001950,ko04022,cGMP-PKG signaling pathway
Ghir_A03G005460,ko04022,cGMP-PKG signaling pathway
Ghir_A03G008360,ko04022,cGMP-PKG signaling pathway
Ghir_A03G010450,ko04022,cGMP-PKG signaling pathway
Ghir_A03G011060,ko04022,cGMP-PKG signaling pathway
Ghir_A03G011340,ko04022,cGMP-PKG signaling pathway
Ghir_A03G015970,ko04022,cGMP-PKG signaling pathway
